id,eng,chn
3587,pole,n.杆柱极(点)磁极电极vt.跳支撑vi.用篙撑船
3588,police,n.警察警察当局警方vt.管辖维持治安
3589,policeman,n.警察
3590,policy,n.政策方针保险单
3591,polish,vt.磨光擦亮使优美推敲完善vi.变光亮n.光泽上光剂优雅精良
3592,Polish,adj.波兰的波兰人的波兰语的n.波兰语
3593,polite,adj.有礼貌的有教养的客气的
3594,political,adj.政治的政治上的政党的派系斗争的有政治头脑的
3595,politician,n.政治家政客
3596,politics,n.政治政治学政纲政策政治活动政见
3597,poll,n.投票 vi.投票
3598,pollute,vt.弄脏污染沾污
3599,pollution,n.污染污染物
3600,pond,n.池塘vt.堵河成湖vi.形成池塘
3601,ponder,vt.考虑 vi.沉思
3602,pool,n.水塘游泳池水池撞球共用物vi.形成池塘vt.集中积累
3603,poor,adj.贫穷的贫乏的可怜的缺乏的拙劣的
3604,pop,"n. 流行音乐流行歌曲流行文化艺术取出砰的一声爆破声(尤用作
称呼)爸adj. 流行的热门的通俗的vt. 取出发出爆裂声突然伸出
击打开火vi. 发出砰的一声(因激动、惊奇)张大adv. 突然间地
暴发地POP abbr.=point of purchasePOP abbr.=population 人
口"
3605,Pope,n.(罗马天主教的)教皇
3606,popular,adj.民众的流行的有销路的
3607,population,n.人口全体居民
3608,porch,n.门廊，入口处
3609,pore,n.毛孔，气孔，细孔
3610,pork,n.猪肉联邦或州政府用以笼络人心的工程或款项
3611,porridge,n.粥麦片粥
3612,port,n.港港口舱门码头机场(船飞机的)左舷
3613,portable,adj.轻便的手提的n.便携的东西
3614,porter,"n.搬运工人门房(火车卧铺车厢或豪华车厢的)乘务员(医院商店
中的)清洁工(旧时)黑啤酒波特(人名)"
3615,portion,n.一部分一分份命运分担的责任
3616,portrait,n.消像画像adj.(文件页面)竖的
3617,portray,"vt. 描绘,描写,描写...的肖像,"
3618,Portugal,n.葡萄牙
3619,Portuguese,n.葡萄牙人葡萄牙语adj.葡萄牙的葡萄牙人的葡萄牙语的
3620,pose,vi.假装，摆姿势 n.姿势
3621,position,n.位置职位姿势状态立场vt.安置决定...的位置
3622,positive,adj.确定的积极的肯定的绝对的正面的正数的阳性的
3623,possess,vt.占用拥有(财产)持有支配
3624,possession,n.有财产拥有所有占有物
3625,possibility,n.可能可能的事可能性潜在的价值
3626,possible,adj.可能的可能存在的
3627,possibly,adv.可能地也许
3628,post,n.柱桩杆标竿邮件邮政邮寄职位岗位哨所vt.贴出邮递发布布置
3629,postage,n.邮费邮资邮资已付邮戳
3630,poster,"n. 海报,招贴,脚夫"
3631,postman,n.邮递员=mailman
3632,postpone,vt.延迟推迟延缓
3633,postulate,vt.要求，假定，假设
3634,pot,n.锅壶罐盆一大笔(钱)vt.把...装罐(台球)入袋
3635,potato,n.马铃薯土豆
3636,potential,adj.潜在的可能的n.潜力潜能电位电势
3637,pound,"n.磅英磅宠物收留所拘留所vt.连续猛击捣碎舂烂敲打vi.跳动大
声播放"
3638,pour,vt.灌倒流出倾泻骤雨vi.倾泻蜂涌而来倒
3639,poverty,n.贫穷贫困贫乏
3640,powder,n.粉末药粉火药细雪vt.洒粉于使变成粉重击vi.变成粉涂粉
3641,power,"n.能力力权权力幂力量电力vt.供电激励全速前进adj.与力量有
关的与权力有关的电力控制的"
3642,powerful,adj.强有力的有权威的
3643,practicable,a.能实行的；适用的
3644,practical,adj.实践的实用的明智的n.实践考试
3645,practically,adv.实际上几乎简直adj.实际的几乎
3646,practice,n.实践练习业务实行习惯vt. & vi.练习实习开业
3647,practise,vt.练习实习训练实践(使...练习养成...的习惯)
3648,praise,n.赞扬赞美称赞崇拜vi.赞扬vt.称赞归荣誉于赞美
3649,pray,vt. &vi.请求恳求祈祷
3650,prayer,n.祈祷祈求祷告祷文v.祷告祷文
3651,preach,vt.说教，布道；鼓吹
3652,precaution,n.预防(措施)警惕
3653,precede,vt.先于… vi.领先
3654,preceding,adj.在前的在先的
3655,precious,adj.珍贵的宝贵的矫揉造作的adv.极其地
3656,precipitate,a.突如其来的vt.使突然发生n.沉淀物
3657,precise,adj.精确的准确的认真的
3658,precision,n.精确精密精密度adj.以精准的执行著称的经得起极精细测量的
3659,preclude,"vt. 预先排除,预防,阻止,妨碍"
3660,predecessor,n.前辈，前任者
3661,predict,v.预言预告预测预报
3662,predominant,a.占优势的；主要的
3663,preface,n.序言前言引语v.作序写前言以...开始
3664,prefer,vt.宁可宁愿较喜欢vt.【法】提出(控告)
3665,preferable,adj.更可取的更好的更合意的
3666,preference,n.偏爱喜爱物优先优先权
3667,pregnant,a.怀孕的；意义深长的
3668,prejudice,n.偏见成见伤害vt.使...存偏见伤害
3669,preliminary,adj.预备的初步的开始的n.初步行动准备初步措施
3670,premature,"a. 早熟,过早的 n. 早产儿"
3671,premier,n.总理首相adj.第一的首位的最初的
3672,premise,"n. 前提,假设，房产"
3673,premium,"n. 额外费用,奖金,奖赏,保险费"
3674,preparation,n.准备预备制备
3675,prepare,vt. &vi.准备预备整合
3676,preposition,n.前置词介词
3677,prescribe,vt.命令规定开处(方)vi.规定开药方
3678,prescription,n.药方，处方的药
3679,presence,n.出席到场在在场者所在地方举止
3680,present,adj.现在的当面的出席的n.礼物赠送物现在目前
3681,present,vt.赠送介绍提出呈现
3682,presentation,n.介绍；赠送；呈现
3683,presently,adv.一会儿目前不久现在<古> 当即立刻
3684,preserve,"vt.保护保存保持腌渍vi.保存n.蜜饯专供私人行猎或捕鱼的保留
区"
3685,preside,vi.主持；主奏
3686,president,n.总统总裁总经理校长会长社长
3687,press,vt.压按揿催促逼迫强迫服役征用n.新闻界压力强迫服役
3688,pressure,n.压力压强压迫压按
3689,prestige,n.威望，威信，声望
3690,presumably,ad.推测起来，大概
3691,presume,vt.假定，假设，揣测
3692,pretend,vt.假托借口vi.假装伪称adj.假装的赝品的模拟的
3693,pretext,"n. 借口,托辞"
3694,pretty,"adj.漂亮的标致的机灵的恰当的美好的adv.相当地n.(复数)妇女
内衣漂亮的人或物vt.使漂亮"
3695,prevail,vi.胜优胜获胜流行盛行主导
3696,prevalent,a.流行的；盛行的
3697,prevent,vt.预防防止阻止
3698,previous,adj.先的前的在...之前以前的adv.在前
3699,previously,adv.先前预先仓促地
3700,prey,vi.猎物 vi.捕获
3701,price,n.价格价钱代价vt.定格标价比较价格
3702,pride,n.骄傲自豪自尊一群狮子vt.自夸以...自豪
3703,priest,n.教士，牧师，神父
3704,primarily,adv.首先主要地
3705,primary,"adj.最初的基本的主要的根本的初等教育的n.最主要者初选原色
初级线圈"
3706,prime,"adj. 首要的最初的最好的典型的n. 春青春壮年全盛时期n.质数
vt. 事先指点在(金属、木材等上)打底漆vi. 变得首要"
3707,primitive,adj.原始的粗糙的n.原始人文艺复兴前的艺术家
3708,prince,n.王子亲王佼佼者
3709,princess,n.公主王妃贵妇adj.(礼服)合身而好看的有贵族气息的
3710,principal,adj.主要的首要的n.负责人首要校长
3711,principle,n.原则原理主义信念
3712,print,vt.印刷出版打印n.印刷正片版印刷物印迹adj.印刷的
3713,prior,"adj.在先的优先的更重要的较早的adv.居先n.小修道院院长大修
道院副院长"
3714,priority,n.先，前；优先，重点
3715,prison,n.监狱监禁
3716,prisoner,n.囚犯
3717,privacy,"n. 隐私,隐居,秘密"
3718,private,adj.私人的私下的隐蔽的n.士兵列兵
3719,privilege,n.特权优惠特别恩典基本人权荣幸vt.给特权免除
3720,prize,n.奖赏奖金奖品珍品战利品vt.珍视重视adj.奖励的杰出的
3721,probability,n.可能性概率机率
3722,probable,adj.或有的大概的很可能的n.很可能的事
3723,probably,adv.或许大概
3724,probe,n.探针 vt.用探针探查
3725,problem,n.问题习题adj.成问题的难对付的
3726,procedure,n.程序手续过程步骤常规的做法
3727,proceed,vi.进行开始着手继续进行
3728,proceeding,n.程序，行动，事项
3729,process,n.过程工序vt.加工处理起诉vi.列队前进adj.经过加工的
3730,procession,n.队伍行列v.列队行进
3731,proclaim,vt.宣告，宣布；表明
3732,produce,vt.生产产生展现提出引起分娩制片vi.生产制造n.产品农作物
3733,product,n.产品产物(乘)积
3734,production,n.生产产品总产量作品成果
3735,productive,adj.生产的丰饶的有生产价值的多产的
3736,productivity,n.生产率；多产
3737,profession,n.职业专业声明信仰
3738,professional,adj.职业的专业的n.专业人员
3739,professor,n.教授宣称者
3740,proficiency,n.熟练，精通
3741,profile,"n. 侧面,轮廓,人物素描,传略"
3742,profit,n.益处利润盈利比率vi.得益利用获利vt.有益于
3743,profitable,a.有利的；有益的
3744,profound,a.深刻的；渊博的
3745,program,n.节目单大纲程序计划vt.规划拟定计划制作节目
3746,progress,n.前进进展进步vi.促进进步进行
3747,progressive,adj.进步的向前进的渐进的n.进步人士
3748,prohibit,vt.禁止阻止妨碍
3749,project,n.方案工程项目计划vi.伸出投射放映凸出vt.计划设计表达
3750,prolong,vt.延长，拉长，拖延
3751,prominent,adj.实起的突出的杰出的显著的
3752,promise,n.诺言指望约定(有)希望预示vt.允诺约定预示有可能
3753,promising,a.有希望的；有前途的
3754,promote,vt.促进发扬提升升迁发起促销
3755,prompt,"adj. 及时的迅速的敏捷的立刻的vt. 敦促激起促进推动提示vi.
提示n. 提示提示的内容[商]付款期限"
3756,prone,"a. 俯伏的,易于...的"
3757,pronoun,n.代名词
3758,pronounce,vt.发...的音宣布断言发表意见
3759,pronunciation,n.发音发音法
3760,proof,"n.证据证明校样adj.防...的耐...的能防护vt.检验给...做防护
措施"
3761,propaganda,n.宣传；宣传机构
3762,propagate,vt.繁殖；传播，普及
3763,propel,vt.推进，推动
3764,proper,adj.适合的正当的正确的合乎体统的
3765,properly,adv.适当地彻底地当然地
3766,property,n.财产资产性质道具
3767,prophet,n.预言家，先知
3768,proportion,n.比比率部分均衡vt.使成比例使均衡分摊
3769,proportional,adj.(成)比例的相称的n.[数]比例项
3770,proposal,n.提议建议求婚
3771,propose,vt.提议计划打算向...提议vi.求婚
3772,proposition,n.命题，主题；提议
3773,prose,n.散文
3774,prospect,n.展望前景前程景色v.探勘寻找
3775,prospective,"a. 有希望的,预期,将来的"
3776,prosperity,n.繁荣昌盛兴旺
3777,prosperous,adj.繁荣的昌盛的兴旺的
3778,protect,vt.保护保卫警戒投保vi.提供保护
3779,protection,n.保护警戒防卫
3780,protective,adj.保护的防护的
3781,protein,n.蛋白质朊
3782,protest,"n.抗议反对抗议书vi.反对抗议断言vt.坚持地表示对...提出异
议"
3783,prototype,n.原型；典型，范例
3784,proud,adj.骄傲的自豪的壮观的
3785,prove,vt.证明查验显示vi.结果是
3786,provide,vt.提供供给装备规定准备vi.供给提供
3787,provided,conj.假如若是以...为条件adj.预备好的由...供给的
3788,province,n.省范围领域部门
3789,provision,n.供应(品)预备存粮规定条款(pl.)食物vt.向...供应食物
3790,provocative,"a. 挑衅的,刺激的,挑逗的"
3791,provoke,"vt. 激怒,惹起,驱使"
3792,proximity,"n. 接近,亲近"
3793,psychological,adj.心理的心理学的
3794,public,adj.公众的公开的众所周知的n.公共场合 公众同好者
3795,publication,n.公布发表出版发行出版物
3796,publicity,"n. 公开,名声,宣传"
3797,publish,vt.公布发表出版发行vi.出版发行
3798,pudding,n.布丁血肠(英)甜食
3799,puff,"n.(一)喷(一)吹一阵喷烟粉扑泡夫vt.喷出喘息夸张膨胀vi.喷出
膨胀骄傲adj.吹嘘的"
3800,pull,vt.拉拖拔拉拉力vi.拔拉拖扳动n.拉拖拉绳影响
3801,pulse,n.脉搏脉冲脉动v.跳动脉跳
3802,pump,"n.泵抽水机打气筒心脏抽水轻软舞鞋vt.用抽机抽抽水打气用泵
输送盘问涌出vi.用泵抽水快速上下(或内外)运动"
3803,punch,"vt.冲出以拳重击开洞剪票按(键)n.冲压机打洞器钻孔机殴打酒
、水、糖等制成的鸡尾酒拳打"
3804,punctual,adj.严守时刻的准时的正点的
3805,punish,vt.罚惩罚处罚
3806,punishment,n.罚惩罚处罚
3807,pupil,n.学生小学生学徒瞳孔
3808,puppet,n.木偶玩偶傀儡
3809,purchase,"n.买购买购买的物品支点紧握抓紧vt.买购买赢得(用设备)举起
移动"
3810,pure,adj.纯的纯粹的纯洁的纯理论的抽象的完全的
3811,purely,adv.纯粹地完全地清洁地贞淑地
3812,purify,vt.使纯净使洁净(使)精炼涤罪
3813,purity,n.纯净；纯洁；纯度
3814,purple,n.紫色皇室皇权adj.紫的帝王的辞藻华丽的v.变紫
3815,purpose,n.目的意图效果意志决心议题vt.打算决意
3816,purse,n.钱包小钱袋手袋资金金钱vt.皱起放进钱包
3817,pursue,vt.追赶追踪追捕追求进行继续从事
3818,pursuit,n.追赶；追求；事务
3819,push,vt.推逼迫奋力决心vi.推挤逼迫
3820,put,vt.放摆安置使处于vi.提交记下
3821,puzzle,n.难题谜惑vi.使迷惑使困惑解决vi.迷惑苦思
3822,qualification,n.资格；限制条件
3823,qualify,vt.使具有资格取得资格有资格限定描述vi.取得资格有资格
3824,qualitative,a.质的；定性的
3825,quality,n.质量品质特质特性才能adj.高品质的
3826,quantify,vt.确定…的数量
3827,quantitative,a.量的；定量的
3828,quantity,n.量数量分量大量
3829,quarrel,n.争吵吵架口角争论怨言vi.吵架争论挑剔
3830,quart,n.夸脱(=2品脱)
3831,quarter,"n.四分之一一刻钟季度25美分vt.四等分vi.住宿驻扎adj.四分之
一的"
3832,quarterly,adj.季度的adv.季度地每季一次n.季刊
3833,quartz,n.石英
3834,queen,"n.王后女王最重要的女子或事物女冠军女王蜂vi.立...为女王当
女王vt.成为女王或王后以女王的身份统治vt.使卒子达底线变为
王后取得纵横斜自由行走的资格"
3835,queer,adj.奇怪的古怪的不舒服的可疑的n.同性恋者
3836,quench,vt.熄灭，扑灭；压制
3837,quest,vt.寻找 vi.追求
3838,question,n.发问问题疑问询问争论点vt.询问怀疑vi.问问题
3839,questionnaire,n.调查表，征求意见表
3840,queue,n.行列长队vi.排队等候
3841,quick,adj.快的敏捷的迅速的机敏的adv.快迅速地n.活肉本质
3842,quicken,"vt.使加快使...有生气鼓舞使(曲线)更弯使(斜坡)更陡vi.加快
变快苏醒(孕妇) 进入胎动期变明亮变活跃"
3843,quickly,adv.快迅速
3844,quiet,"adj.寂静的安静的静止的宁静的adv.安静地v.使...平静使...安
心n.安静闲适平静"
3845,quilt,n.被(子)被状物vt.缝被缝制用垫料填塞vi.制作被子做缝制工作
3846,quit,vt.离开辞职退出停止
3847,quite,adv.完全很相当的确
3848,quiver,vi.(轻微地)颤动
3849,quiz,n.小型考试(随堂)测验恶作剧古怪的人vt.恶作剧提问
3850,quotation,n.引用引文引语语录引用报价单行情
3851,quote,vt.引用引证报价举证n.引用
3852,rabbit,n.兔子野兔vi.猎兔vt.让...见鬼去吧该死
3853,race,n.比赛竞赛竞争人种种族民族v.赛跑竞赛
3854,racial,adj.种族的人种的
3855,rack,n.搁物架行李架拷问台齿轨vt.折磨使痛苦拷问vi.顶风飞行
3856,racket,n.球拍
3857,radar,n.雷达无线电探测器
3858,radiant,a.绚丽的；容光焕发的
3859,radiate,vi.发射光线；辐射
3860,radiation,n.放射发射辐射能
3861,radical,a.基本的；激进的
3862,radio,n.无线电收音机v.用无线电通讯
3863,radioactive,adj.放射性的
3864,radioactivity,n.放射性放射(现象)辐射
3865,radish,n.小萝卜
3866,radium,n.镭
3867,radius,n.半径桡骨半径范围辐射区
3868,rag,n.破布碎布抹布碎屑石板瓦散拍乐曲vt.责骂欺负以散拍乐演奏
3869,rage,n.(一阵)狂怒盛怒愤怒情绪激动风行一时热量vi.震怒风行席卷
3870,raid,n.袭击突然搜查劫掠v.劫掠攫取突击搜捕袭击
3871,rail,n.横条横杆铁轨栏杆扶手vt.以横木围栏铺铁轨vi.责骂抱怨
3872,railroad,"n.铁路=railway(英)vi.由铁路运输在铁路公司工作vt.由铁道运
输使(议案等)草草通过"
3873,railway,n.铁路铁道
3874,rain,n.雨雨水(复数)雨季vi.下雨vt.使大量落下
3875,rainbow,n.虹彩虹adj.五彩缤纷的
3876,rainy,adj.下雨的多雨的
3877,raise,vt.举起引起提高升起饲养提出n.上升增高高地
3878,rake,n.耙子集赌金工具向船尾的倾斜vi.耙用耙子搜索向船尾了望
3879,rally,n.&vt.&vi.(重新)集合
3880,random,n.随机 a.随机的
3881,range,n.排行山脉炉灶范围行列射程v.排列归类于延伸漫游
3882,rank,"n.排横行社会阶层队列排名等级军衔阶级adj.繁茂的恶臭的讨厌
的vt.排列归类于"
